연도,연번,상가유형,호선,역명,상가번호,면적(제곱미터),영업업종,계약시작일자,계약종료일자,월임대료,사업진행단계
2412,720,복합,5호선,오목교역,521-118,52.37,기타,2023-07-03,2028-10-11,,
2412,721,복합,5호선,오목교역,521-119,54.78,기타,2023-07-03,2028-10-11,,
2412,722,복합,5호선,오목교역,521-120,109.56,기타,2023-07-03,2028-10-11,,
2412,723,복합,5호선,오목교역,521-121,127.56,기타,2023-07-03,2028-10-11,,
2412,724,복합,5호선,오목교역,521-122,65.13,플라워,2023-07-03,2028-10-11,"₩86,110,000",
2412,725,복합,5호선,오목교역,521-123,87.78,패션잡화,2023-07-03,2028-10-11,,
2412,726,복합,5호선,오목교역,521-124,78.62,기타,2023-07-03,2028-10-11,,
2412,727,복합,5호선,오목교역,521-125,81.05,기타,2023-07-03,2028-10-11,,
2412,728,복합,5호선,오목교역,521-126,74.86,기타,2023-07-03,2028-10-11,,
2412,729,복합,5호선,오목교역,521-127,53.08,패션잡화,2023-07-03,2028-10-11,,
2412,730,복합,5호선,오목교역,521-128,26.17,식음료,2023-07-03,2028-10-11,,
2412,731,복합,5호선,오목교역,521-129,28.49,패션잡화,2023-07-03,2028-10-11,,
2412,732,복합,5호선,오목교역,521-130,28.02,패션잡화,2023-07-03,2028-10-11,,
2412,733,복합,5호선,오목교역,521-131,57.6,기타,2023-07-03,2028-10-11,,
2412,734,복합,5호선,오목교역,521-132,18.24,식음료,2023-07-03,2028-10-11,,
2412,735,복합,5호선,오목교역,521-133,27.63,기타,2023-07-03,2028-10-11,,
2412,736,복합,5호선,오목교역,521-201,47.97,패션잡화,2023-07-03,2028-10-11,,
2412,737,복합,5호선,오목교역,521-202,49,패션잡화,2023-07-03,2028-10-11,,
2412,738,복합,5호선,오목교역,521-203,27.47,식음료,2023-07-03,2028-10-11,,
2412,739,복합,5호선,오목교역,521-204,21.7,식음료,2023-07-03,2028-10-11,,
2412,740,복합,5호선,오목교역,521-205,9.7,식음료,2023-07-03,2028-10-11,,
2412,741,브랜드전문,5호선,오목교역,521-206,43.51,편의점,2023-09-22,2028-10-04,"₩5,577,000",
2412,742,복합,5호선,오목교역,521-207,15.16,기타,2023-07-03,2028-10-11,,
2412,743,복합,5호선,오목교역,521-208,22.25,식음료,2023-07-03,2028-10-11,,
2412,744,복합,5호선,오목교역,521-209,62.37,식음료,2023-07-03,2028-10-11,,
2412,745,복합,5호선,오목교역,521-211,35.8,패션잡화,2023-07-03,2028-10-11,,
2412,746,복합,5호선,오목교역,521-212,36.19,식음료,2023-07-03,2028-10-11,,
2412,747,복합,5호선,오목교역,521-213,31.1,식음료,2023-07-03,2028-10-11,,
2412,748,복합,5호선,오목교역,521-214,37.9,기타,2023-07-03,2028-10-11,,
2412,749,브랜드전문,5호선,영등포구청(5)역,523-401,34.33,편의점,2023-09-22,2028-10-04,"₩2,496,000",
2412,750,브랜드전문,5호선,영등포구청(5)역,523-402,313.4,공유오피스,2021-05-07,2026-11-03,"₩5,779,441",
2412,751,브랜드전문,5호선,영등포구청(5)역,523-404,24.8,식음료,2021-09-06,2026-11-05,"₩5,518,570",
2412,752,브랜드전문,5호선,영등포시장역,524-202,37.3,편의점,2023-09-22,2028-10-04,"₩3,100,500",
2412,753,개별(일반),5호선,신길역,525-101,20,식음료,2024-02-13,2029-03-14,"₩7,560,000",
2412,754,브랜드전문,5호선,신길역,525-102,40,플라워,2018-11-27,2029-01-25,"₩3,542,000",
2412,755,개별(일반),5호선,신길역,525-106,10,패션잡화,2023-08-11,2028-08-10,"₩7,100,000",
2412,756,공실,5호선,여의도역,526-100,47,,,,,1단계. 사업계획 수립중
2412,757,브랜드전문,5호선,여의도역,526-101,35.24,편의점,2023-09-22,2028-10-04,"₩4,582,500",
2412,758,개별(일반),5호선,여의도역,526-102,22.04,식음료,2019-09-20,2024-10-19,"₩2,300,000",
2412,759,브랜드전문,5호선,여의도역,526-201,23.65,플라워,2018-11-27,2029-01-25,"₩2,929,289",
2412,760,개별(일반),5호선,여의도역,526-202,23.65,기타,2023-04-25,2028-05-25,"₩1,070,000",
2412,761,개별(일반),5호선,여의도역,526-203,19.93,패션잡화,2024-10-17,2029-11-16,"₩900,000",
2412,762,브랜드전문,5호선,여의나루역,527-101,33.39,편의점,2023-09-22,2028-10-04,"₩5,869,500",
2412,763,개별(일반),5호선,여의나루역,527-102,34.86,식음료,2022-05-12,2027-06-11,"₩2,021,800",
2412,764,브랜드전문,5호선,마포역,528-101,29,편의점,2023-09-22,2028-10-04,"₩3,549,000",
2412,765,개별(일반),5호선,마포역,528-102,17.43,플라워,2021-07-12,2026-08-11,"₩2,350,000",
2412,766,개별(일반),5호선,마포역,528-103,41.13,기타,2021-02-08,2026-02-07,"₩2,960,000",
2412,767,브랜드전문,5호선,마포역,528-104,46.6,식음료,2021-09-06,2026-11-05,"₩3,861,593",
2412,768,공실,5호선,마포역,528-401,32.9,,,,,1단계. 사업계획 수립중
2412,769,개별(일반),5호선,공덕(5)역,529-101,70.3,패션잡화,2023-05-19,2028-06-18,"₩4,250,200",
2412,770,개별(대형),5호선,공덕(5)역,529-102,44,기타,2019-01-10,2029-05-09,"₩24,518,300",
2412,771,개별(대형),5호선,공덕(5)역,529-103,95.2,기타,2019-01-10,2029-05-09,,
2412,772,개별(대형),5호선,공덕(5)역,529-105,38.7,식음료,2019-01-10,2029-05-09,,
2412,773,개별(대형),5호선,공덕(5)역,529-106,39.7,식음료,2019-01-10,2029-05-09,,
2412,774,개별(대형),5호선,공덕(5)역,529-107,38.7,기타,2019-01-10,2029-05-09,,
2412,775,개별(대형),5호선,공덕(5)역,529-108,38.7,패션잡화,2019-01-10,2029-05-09,,
2412,776,개별(대형),5호선,공덕(5)역,529-109,22,기타,2019-01-10,2029-05-09,,
2412,777,개별(일반),5호선,공덕(5)역,529-110,34.5,기타,2019-12-30,2024-12-29,"₩1,211,600",
2412,778,브랜드전문,5호선,공덕(5)역,529-111,34.9,편의점,2023-09-22,2028-10-04,"₩4,056,000",
2412,779,브랜드전문,5호선,공덕(5)역,529-113,58.2,공유오피스,2021-05-07,2026-11-03,"₩1,126,258",
2412,780,개별(일반),5호선,공덕(5)역,529-114,33.71,기타,2023-07-21,2028-08-20,"₩1,083,300",
2412,781,개별(일반),5호선,공덕(5)역,529-115,37,패션잡화,2024-06-27,2029-07-27,"₩1,166,600",
2412,782,개별(일반),5호선,공덕(5)역,529-116,34,무인프린트,2023-04-20,2028-05-20,"₩1,375,000",
2412,783,개별(일반),5호선,공덕(5)역,529-117,33,플라워,2020-02-25,2025-03-26,"₩1,500,000",
2412,784,개별(일반),5호선,공덕(5)역,529-118,32,기타,2023-04-10,2028-05-10,"₩949,000",
2412,785,개별(일반),5호선,공덕(5)역,529-119,32,패션잡화,2022-09-01,2027-10-01,"₩1,430,000",
2412,786,개별(일반),5호선,공덕(5)역,529-120,47.3,플라워,2021-07-05,2026-08-04,"₩2,517,800",
2412,787,개별(일반),5호선,공덕(5)역,529-121,52,플라워,2022-04-26,2027-05-26,"₩2,015,000",
2412,788,개별(일반),5호선,공덕(5)역,529-122,41.58,플라워,2020-11-13,2025-12-13,"₩2,815,000",
2412,789,개별(일반),5호선,공덕(5)역,529-123,28.5,패션잡화,2022-09-21,2027-10-21,"₩968,000",
2412,790,브랜드전문,5호선,공덕(5)역,529-130,114.7,공유오피스,2021-05-07,2026-11-03,"₩2,801,979",
2412,791,개별(일반),5호선,공덕(5)역,529-202,57.3,패션잡화,2021-07-23,2026-08-22,"₩1,833,300",
2412,792,브랜드전문,5호선,애오개역,530-101,32.2,편의점,2023-09-22,2028-10-04,"₩3,159,000",
2412,793,개별(일반),5호선,충정로(5)역,531-101,42,사무실,2020-04-16,2025-05-16,"₩550,000",
2412,794,개별(일반),5호선,충정로(5)역,531-201,20,패션잡화,2021-07-19,2026-08-18,"₩447,500",
2412,795,브랜드전문,5호선,충정로(5)역,531-202,45,편의점,2023-09-22,2028-10-04,"₩3,861,000",
2412,796,입찰진행,5호선,충정로(5)역,531-203,36.85,,,,,5단계. 입찰공고
2412,797,개별(일반),5호선,충정로(5)역,531-204,29.01,무인프린트,2023-07-31,2028-08-30,"₩450,000",
2412,798,개별(일반),5호선,충정로(5)역,531-205,29.01,패션잡화,2022-06-21,2027-07-21,"₩407,000",
2412,799,개별(일반),5호선,서대문역,532-101,14.74,플라워,2019-04-30,2029-05-29,"₩874,600",
2412,800,개별(일반),5호선,서대문역,532-102,8.25,무인프린트,2022-07-08,2027-08-07,"₩375,000",
2412,801,개별(일반),5호선,서대문역,532-103,10.5,무인프린트,2023-07-21,2028-08-20,"₩450,000",
2412,802,브랜드전문,5호선,서대문역,532-104,30.32,편의점,2023-09-22,2028-10-04,"₩7,254,000",
2412,803,공실,5호선,서대문역,532-105,10.5,,,,,1단계. 사업계획 수립중
2412,804,개별(일반),5호선,서대문역,532-106,42.95,패션잡화,2024-09-09,2029-10-09,"₩3,475,000",
2412,805,개별(일반),5호선,서대문역,532-107,11.88,식음료,2021-03-15,2026-04-14,"₩3,011,000",
2412,806,개별(일반),5호선,서대문역,532-108,9.05,기타,2024-02-13,2029-03-14,"₩551,000",
2412,807,개별(일반),5호선,서대문역,532-109,9.06,편의점,2023-04-28,2028-05-28,"₩399,800",
2412,808,개별(일반),5호선,서대문역,532-301,25.79,패션잡화,2024-05-02,2029-06-01,"₩600,000",
2412,809,소송상가,5호선,광화문역,533-101,849,기타,2020-10-29,2026-02-26,"₩8,525,000",
2412,810,브랜드전문,5호선,광화문역,533-103,56,편의점,2023-09-22,2028-10-04,"₩9,574,500",
2412,811,브랜드전문,5호선,광화문역,533-104,10,패션잡화,2018-11-16,2029-01-14,"₩1,319,999",
2412,812,개별(일반),5호선,광화문역,533-106,65.34,기타,2024-04-01,2029-05-01,"₩733,300",
2412,813,브랜드전문,5호선,종로3가(5)역,534-202,29.48,편의점,2023-09-22,2028-10-04,"₩6,552,000",
2412,814,개별(일반),5호선,종로3가(5)역,534-301,21.4,기타,2022-10-27,2027-11-26,"₩2,583,300",
2412,815,개별(일반),5호선,을지로4가(5)역,535-101,29.82,사무실,2019-05-08,2029-06-06,"₩317,600",
2412,816,개별(일반),5호선,을지로4가(5)역,535-102,16.8,패션잡화,2017-09-16,2027-10-15,"₩1,577,500",
2412,817,개별(일반),5호선,을지로4가(5)역,535-103,19.6,패션잡화,2023-08-17,2028-09-16,"₩1,205,500",
2412,818,브랜드전문,5호선,을지로4가(5)역,535-104,34.98,편의점,2023-09-22,2028-10-04,"₩7,488,000",
2412,819,개별(일반),5호선,을지로4가(5)역,535-105,41.45,패션잡화,2019-10-29,2024-11-27,"₩633,300",
2412,820,개별(일반),5호선,을지로4가(5)역,535-106,41.45,사무실,2019-05-08,2029-06-06,"₩537,900",
2412,821,브랜드전문,5호선,청구(5)역,537-301,47.89,패션잡화,2021-11-22,2027-01-21,"₩2,357,147",
2412,822,브랜드전문,5호선,청구(5)역,537-302,30,식음료,2021-09-06,2026-11-05,"₩3,832,696",
2412,823,브랜드전문,5호선,청구(5)역,537-304,46.33,편의점,2023-09-22,2028-10-04,"₩4,368,000",
2412,824,개별(일반),5호선,청구(5)역,537-305,18,식음료,2023-06-26,2028-07-26,"₩2,450,000",
2412,825,브랜드전문,5호선,신금호역,538-101,39.14,편의점,2023-09-22,2028-10-04,"₩3,178,500",
2412,826,입찰진행,5호선,신금호역,538-102,23.5,,,,,5단계. 입찰공고
2412,827,브랜드전문,5호선,행당역,539-101,41.46,편의점,2023-09-22,2028-10-04,"₩4,095,000",
2412,828,개별(일반),5호선,행당역,539-301,30.84,기타,2023-04-24,2028-05-24,"₩1,258,300",
2412,829,개별(일반),5호선,행당역,539-302,39,식음료,2024-12-30,2030-01-29,"₩2,057,600",
2412,830,개별(일반),5호선,행당역,539-303,46.78,식음료,2021-05-10,2026-06-09,"₩2,200,000",
2412,831,브랜드전문,5호선,왕십리(5)역,540-201,40,편의점,2023-09-22,2028-10-04,"₩2,808,000",
2412,832,브랜드전문,5호선,왕십리(5)역,540-202,10.3,플라워,2022-10-27,2028-02-24,"₩566,257",
2412,833,브랜드전문,5호선,왕십리(5)역,540-203,50.84,화장품,2020-12-23,2026-03-23,"₩3,968,788",
2412,834,브랜드전문,5호선,왕십리(5)역,540-401,204,공유오피스,2021-05-07,2026-11-03,"₩2,556,015",
2412,835,개별(일반),5호선,왕십리(5)역,540-402,53.75,패션잡화,2023-04-24,2028-05-24,"₩2,175,000",
2412,836,개별(일반),5호선,왕십리(5)역,540-404,53.7,패션잡화,2024-06-27,2029-07-27,"₩2,200,000",
2412,837,개별(일반),5호선,왕십리(5)역,540-405,55.83,패션잡화,2019-12-18,2025-01-16,"₩3,640,000",
2412,838,개별(일반),5호선,왕십리(5)역,540-406,50,사무실,2023-09-18,2028-10-18,"₩567,800",
2412,839,입찰진행,5호선,왕십리(5)역,540-407,84.48,,,,,5단계. 입찰공고
2412,840,개별(일반),5호선,왕십리(5)역,540-408,37,패션잡화,2023-05-19,2028-06-18,"₩2,660,000",
2412,841,개별(일반),5호선,왕십리(5)역,540-409,37,패션잡화,2023-07-14,2028-08-13,"₩2,383,300",
2412,842,개별(일반),5호선,왕십리(5)역,540-410,73.57,패션잡화,2021-05-10,2026-06-09,"₩4,030,000",
2412,843,브랜드전문,5호선,마장역,541-101,30,편의점,2023-09-22,2028-10-04,"₩2,964,000",
2412,844,개별(일반),5호선,답십리역,542-101,50,패션잡화,2020-06-15,2025-07-15,"₩1,250,000",
2412,845,개별(일반),5호선,답십리역,542-103,61.97,기타,2019-11-12,2024-12-11,"₩421,600",
2412,846,개별(일반),5호선,답십리역,542-104,57.89,식음료,2020-08-03,2025-09-02,"₩4,560,000",
2412,847,개별(일반),5호선,답십리역,542-202,25.5,식음료,2019-08-24,2029-09-22,"₩1,877,400",
2412,848,개별(일반),5호선,답십리역,542-203,35.8,패션잡화,2023-11-15,2028-12-15,"₩1,855,000",
2412,849,브랜드전문,5호선,답십리역,542-204,40,편의점,2023-09-22,2028-10-04,"₩2,476,500",
2412,850,개별(일반),5호선,답십리역,542-205,28.86,패션잡화,2022-01-17,2027-02-16,"₩2,200,000",
2412,851,개별(일반),5호선,장한평역,543-102,31.9,패션잡화,2021-05-10,2026-06-09,"₩2,260,000",
2412,852,브랜드전문,5호선,장한평역,543-103,52.8,편의점,2023-09-22,2028-10-04,"₩5,206,500",
2412,853,브랜드전문,5호선,장한평역,543-201,29.8,식음료,2021-09-06,2026-11-05,"₩4,296,737",
2412,854,브랜드전문,5호선,장한평역,543-202,35.62,식음료,2024-01-15,2029-03-25,"₩1,813,152",
2412,855,브랜드전문,5호선,장한평역,543-203,31.98,기타,2022-09-07,2028-02-04,"₩2,161,133",
2412,856,개별(일반),5호선,군자(5)역,544-103,148.7,패션잡화,2023-10-04,2028-11-18,"₩7,100,000",
2412,857,개별(일반),5호선,군자(5)역,544-107,44.67,화장품,2020-02-20,2025-03-21,"₩3,600,000",
2412,858,브랜드전문,5호선,아차산역,545-101,19.6,식음료,2021-09-06,2026-11-05,"₩3,182,079",
2412,859,개별(일반),5호선,아차산역,545-102,19.6,패션잡화,2024-05-07,2029-06-06,"₩2,637,000",
2412,860,개별(일반),5호선,아차산역,545-103,31.21,패션잡화,2020-12-31,2026-01-30,"₩2,930,000",
2412,861,브랜드전문,5호선,아차산역,545-201,48.37,패션잡화,2018-05-09,2025-07-07,"₩3,594,115",
2412,862,브랜드전문,5호선,아차산역,545-202,28.72,편의점,2023-09-22,2028-10-04,"₩4,660,500",
2412,863,공실,5호선,아차산역,545-203,44.22,,,,,1단계. 사업계획 수립중
2412,864,브랜드전문,5호선,광나루역,546-101,53.26,패션잡화,2018-05-09,2025-07-07,"₩3,766,731",
2412,865,개별(일반),5호선,광나루역,546-201,62.2,식음료,2020-09-18,2025-10-18,"₩3,063,600",
2412,866,브랜드전문,5호선,광나루역,546-202,45,편의점,2023-09-22,2028-10-04,"₩6,922,500",
2412,867,개별(일반),5호선,광나루역,546-203,17.86,플라워,2018-10-23,2028-11-21,"₩2,221,600",
2412,868,복합,5호선,천호(5)역,547-101,210,패션잡화,2022-11-05,2027-11-04,"₩28,913,500",
2412,869,복합,5호선,천호(5)역,547-102,214.67,화장품,2022-11-05,2027-11-04,"₩29,064,529",
2412,870,복합,5호선,천호(5)역,547-103,142.68,패션잡화,2022-11-05,2027-11-04,"₩19,317,683",
2412,871,복합,5호선,천호(5)역,547-104,142.68,패션잡화,2022-11-05,2027-11-04,"₩19,317,683",
2412,872,복합,5호선,천호(5)역,547-105,120.19,패션잡화,2022-11-05,2027-11-04,"₩16,272,724",
2412,873,복합,5호선,천호(5)역,547-106,138.17,패션잡화,2022-11-05,2027-11-04,"₩14,806,067",
2412,874,복합,5호선,천호(5)역,547-107,,패션잡화,2022-11-05,2027-11-04,,
2412,875,복합,5호선,천호(5)역,547-110,38.58,패션잡화,2022-11-05,2027-11-04,"₩5,138,535",
2412,876,복합,5호선,천호(5)역,547-111,30.65,패션잡화,2022-11-05,2027-11-04,"₩4,082,325",
2412,877,복합,5호선,천호(5)역,547-112,30.65,패션잡화,2022-11-05,2027-11-04,"₩4,082,325",
2412,878,복합,5호선,천호(5)역,547-113,23.54,화장품,2022-11-05,2027-11-04,"₩3,135,332",
2412,879,복합,5호선,천호(5)역,547-114,23.54,화장품,2022-11-05,2027-11-04,"₩3,135,332",
2412,880,복합,5호선,천호(5)역,547-115,23.54,화장품,2022-11-05,2027-11-04,"₩3,135,332",
2412,881,복합,5호선,천호(5)역,547-116,47.32,패션잡화,2022-11-05,2027-11-04,"₩6,567,227",
2412,882,복합,5호선,천호(5)역,547-117,34.15,식음료,2022-11-05,2027-11-04,"₩4,739,451",
2412,883,복합,5호선,천호(5)역,547-119,34.17,패션잡화,2022-11-05,2027-11-04,"₩4,742,227",
2412,884,복합,5호선,천호(5)역,547-121,66.6,의약업,2022-11-05,2027-11-04,"₩7,893,765",
2412,885,복합,5호선,천호(5)역,547-122,72.11,식음료,2022-11-05,2027-11-04,"₩8,546,838",
2412,886,복합,5호선,천호(5)역,547-123,22.41,식음료,2022-11-05,2027-11-04,"₩2,656,145",
2412,887,복합,5호선,천호(5)역,547-124,23.42,편의점,2022-11-05,2027-11-04,"₩2,775,855",
2412,888,복합,5호선,천호(5)역,547-125,19.59,식음료,2022-11-05,2027-11-04,"₩2,321,905",
2412,889,복합,5호선,천호(5)역,547-126,38.7,사무실,2022-11-05,2027-11-04,"₩1,309,027",
2412,890,복합,5호선,천호(5)역,547-127,23.92,기타,2022-11-05,2027-11-04,"₩3,185,944",
2412,891,복합,5호선,천호(5)역,547-128,47.55,패션잡화,2022-11-05,2027-11-04,"₩6,333,264",
2412,892,복합,5호선,천호(5)역,547-201,22.38,패션잡화,2022-11-05,2027-11-04,"₩2,069,963",
2412,893,복합,5호선,천호(5)역,547-202,56.22,패션잡화,2022-11-05,2027-11-04,"₩5,199,881",
2412,894,복합,5호선,천호(5)역,547-203,238.24,식음료,2022-11-05,2027-11-04,"₩22,035,215",
2412,895,개별(일반),5호선,강동역,548-101,15,식음료,2020-03-02,2025-04-01,"₩2,842,500",
2412,896,개별(일반),5호선,강동역,548-102,15,패션잡화,2019-12-20,2025-01-18,"₩2,638,000",
2412,897,브랜드전문,5호선,강동역,548-103,57.26,편의점,2023-09-22,2028-10-04,"₩6,532,500",
2412,898,개별(일반),5호선,강동역,548-104,24.44,패션잡화,2020-10-23,2025-11-22,"₩1,880,000",
2412,899,공실,5호선,강동역,548-302,31.58,,,,,2단계. 시설물 점검
2412,900,개별(일반),5호선,강동역,548-303,20.44,패션잡화,2024-11-07,2029-12-07,"₩2,500,200",
2412,901,공실,5호선,강동역,548-304,96.47,,,,,1단계. 사업계획 수립중
2412,902,공실,5호선,강동역,548-305,202.41,,,,,1단계. 사업계획 수립중
2412,903,공실,5호선,강동역,548-306,16.4,,,,,1단계. 사업계획 수립중
2412,904,브랜드전문,5호선,길동역,549-101,31.82,편의점,2023-09-22,2028-10-04,"₩2,281,500",
2412,905,브랜드전문,5호선,굽은다리역,550-101,30,편의점,2023-09-22,2028-10-04,"₩3,607,500",
2412,906,브랜드전문,5호선,굽은다리역,550-102,14.5,기타,2022-09-07,2028-02-04,"₩196,467",
2412,907,브랜드전문,5호선,굽은다리역,550-103,34.43,식음료,2024-01-15,2029-03-25,"₩1,730,736",
2412,908,개별(일반),5호선,굽은다리역,550-104,34.43,식음료,2020-09-18,2025-10-18,"₩2,516,600",
2412,909,입찰진행,5호선,굽은다리역,550-105,23,,,,,3단계. 감정평가
2412,910,브랜드전문,5호선,명일역,551-101,30,편의점,2023-09-22,2028-10-04,"₩3,412,500",
2412,911,개별(일반),5호선,명일역,551-102,44.27,패션잡화,2018-10-23,2028-11-21,"₩2,373,300",
2412,912,개별(일반),5호선,명일역,551-103,25.05,무인프린트,2022-10-31,2027-11-30,"₩894,900",
2412,913,브랜드전문,5호선,명일역,551-104,29.77,기타,2023-06-05,2028-08-14,"₩1,067,719",
2412,914,브랜드전문,5호선,고덕역,552-101,28.62,편의점,2023-09-22,2028-10-04,"₩3,354,000",
2412,915,개별(일반),5호선,고덕역,552-102,42.94,식음료,2022-12-15,2028-01-14,"₩5,555,500",
2412,916,브랜드전문,5호선,상일동역,553-101,31.46,편의점,2023-09-22,2028-10-04,"₩3,588,000",
2412,917,입찰진행,5호선,상일동역,553-103,17.92,,,,,3단계. 감정평가
2412,918,브랜드전문,5호선,둔촌동역,554-101,29,편의점,2023-09-22,2028-10-04,"₩3,295,500",
2412,919,개별(일반),5호선,둔촌동역,554-102,28.71,식음료,2023-05-19,2028-06-18,"₩2,273,000",
2412,920,브랜드전문,5호선,둔촌동역,554-104,31.17,식음료,2024-01-15,2029-03-25,"₩2,637,312",
2412,921,개별(일반),5호선,둔촌동역,554-105,49.53,패션잡화,2023-05-26,2028-06-25,"₩3,900,000",
2412,922,브랜드전문,5호선,올림픽공원역,555-201,37.2,편의점,2023-09-22,2028-10-04,"₩2,437,500",
2412,923,개별(일반),5호선,방이역,556-101,19.3,패션잡화,2022-04-28,2027-05-28,"₩1,030,000",
2412,924,브랜드전문,5호선,방이역,556-102,36.48,편의점,2023-09-22,2028-10-04,"₩3,978,000",
2412,925,브랜드전문,5호선,오금(5)역,557-101,27.38,편의점,2023-09-22,2028-10-04,"₩2,691,000",
2412,926,브랜드전문,5호선,개롱역,558-101,40,편의점,2023-09-22,2028-10-04,"₩3,490,500",
2412,927,브랜드전문,5호선,거여역,559-101,28.98,편의점,2023-09-22,2028-10-04,"₩3,159,000",
2412,928,브랜드전문,5호선,마천역,560-201,30,편의점,2023-09-22,2028-10-04,"₩2,944,500",
2412,929,입찰진행,5호선,강일역,561-201,72.56,,,,,3단계. 감정평가
2412,930,공실,5호선,강일역,561-202,91.96,,,,,1단계. 사업계획 수립중
2412,931,브랜드전문,6호선,응암역,610-101,34.64,식음료,2021-09-06,2026-11-05,"₩7,940,972",
2412,932,브랜드전문,6호선,응암역,610-102,30,기타,2023-06-05,2028-08-14,"₩2,032,373",
2412,933,브랜드전문,6호선,응암역,610-103,50,식음료,2022-12-02,2028-04-01,"₩3,959,838",
2412,934,브랜드전문,6호선,응암역,610-104,31,화장품,2022-08-01,2027-12-29,"₩2,214,894",
2412,935,개별(일반),6호선,응암역,610-105,15,패션잡화,2022-10-25,2027-11-24,"₩1,562,000",
2412,936,브랜드전문,6호선,응암역,610-201,38.8,편의점,2022-02-03,2027-05-04,"₩12,005,352",
2412,937,브랜드전문,6호선,역촌역,611-101,31.5,편의점,2022-02-03,2027-05-04,"₩2,585,123",
2412,938,입찰진행,6호선,역촌역,611-102,72,,,,,5단계. 입찰공고
2412,939,입찰진행,6호선,역촌역,611-103,37,,,,,5단계. 입찰공고
2412,940,입찰진행,6호선,역촌역,611-104,37,,,,,5단계. 입찰공고
2412,941,개별(일반),6호선,불광(6)역,612-101,43,기타,2020-02-24,2025-02-24,"₩495,000",
2412,942,공실,6호선,불광(6)역,612-103,47,,,,,2단계. 시설물 점검
2412,943,브랜드전문,6호선,불광(6)역,612-202,30,편의점,2022-02-03,2027-05-04,"₩898,305",
2412,944,브랜드전문,6호선,독바위역,613-101,31.3,편의점,2022-02-03,2027-05-04,"₩1,839,752",
2412,945,브랜드전문,6호선,연신내(6)역,614-101,44,편의점,2022-02-03,2027-05-04,"₩8,734,634",
2412,946,개별(일반),6호선,연신내(6)역,614-301,12,식음료,2020-02-24,2025-03-25,"₩1,386,900",
2412,947,공실,6호선,연신내(6)역,614-302,26.6,,,,,1단계. 사업계획 수립중
2412,948,브랜드전문,6호선,구산역,615-101,33.2,편의점,2022-02-03,2027-05-04,"₩5,228,359",
2412,949,개별(일반),6호선,구산역,615-103,30,패션잡화,2024-05-02,2029-06-01,"₩1,700,500",
2412,950,브랜드전문,6호선,구산역,615-104,33,밀키트,2023-06-23,2028-09-01,"₩898,612",
2412,951,공실,6호선,새절역,616-101,43.6,,,,,1단계. 사업계획 수립중
2412,952,브랜드전문,6호선,새절역,616-102,25,편의점,2022-02-03,2027-05-04,"₩6,460,036",
2412,953,개별(일반),6호선,새절역,616-103,30.14,패션잡화,2021-03-18,2026-04-17,"₩3,780,000",
2412,954,개별(일반),6호선,새절역,616-104,26,패션잡화,2018-10-23,2028-11-21,"₩3,604,600",
2412,955,브랜드전문,6호선,증산역,617-101,28,편의점,2022-02-03,2027-05-04,"₩5,775,771",
2412,956,입찰진행,6호선,증산역,617-102,31,,,,,5단계. 입찰공고
2412,957,브랜드전문,6호선,증산역,617-103,37,기타,2022-09-07,2028-02-04,"₩1,768,200",
2412,958,브랜드전문,6호선,증산역,617-104,29,화장품,2022-08-01,2027-12-29,"₩1,414,221",
2412,959,개별(일반),6호선,증산역,617-105,48,패션잡화,2024-05-24,2029-06-23,"₩2,650,000",
2412,960,개별(일반),6호선,디지털미디어시티역,618-003,95.86,의약업,2016-10-20,2027-01-18,"₩3,882,000",
2412,961,개별(대형),6호선,디지털미디어시티역,618-004,212.39,의약업,2016-10-21,2027-01-19,"₩4,970,000",
2412,962,공실,6호선,디지털미디어시티역,618-101,31.64,,,,,1단계. 사업계획 수립중
2412,963,브랜드전문,6호선,디지털미디어시티역,618-102,33,편의점,2022-02-03,2027-05-04,"₩4,574,703",
2412,964,개별(일반),6호선,디지털미디어시티역,618-103,30,패션잡화,2023-10-12,2028-11-11,"₩1,350,000",
2412,965,개별(일반),6호선,디지털미디어시티역,618-104,110,기타,2024-04-02,2029-05-17,"₩3,000,000",
2412,966,개별(일반),6호선,디지털미디어시티역,618-106,70,패션잡화,2024-11-11,2029-12-11,"₩2,062,000",
2412,967,입찰진행,6호선,디지털미디어시티역,618-108,81,,,,,5단계. 입찰공고
2412,968,브랜드전문,6호선,디지털미디어시티역,618-109,33,화장품,2022-08-01,2027-12-29,"₩1,684,136",
2412,969,브랜드전문,6호선,월드컵경기장역,619-201,43,편의점,2022-02-03,2027-05-04,"₩2,765,893",
2412,970,브랜드전문,6호선,마포구청역,620-101,39,편의점,2022-02-03,2027-05-04,"₩6,487,761",
2412,971,입찰진행,6호선,마포구청역,620-102,32.58,,,,,5단계. 입찰공고
2412,972,개별(일반),6호선,마포구청역,620-104,73,사무실,2022-03-11,2027-04-10,"₩508,200",
2412,973,개별(일반),6호선,마포구청역,620-201,40,패션잡화,2024-01-15,2029-02-14,"₩1,383,300",
2412,974,브랜드전문,6호선,마포구청역,620-202,51,화장품,2022-08-01,2027-12-29,"₩1,793,009",
2412,975,개별(일반),6호선,마포구청역,620-204,44,기타,2024-05-23,2029-06-22,"₩757,200",
2412,976,브랜드전문,6호선,망원역,621-101,28,편의점,2022-02-03,2027-05-04,"₩5,682,613",
