연도,연번,상가유형,호선,역명,상가번호,면적(제곱미터),영업업종,계약시작일자,계약종료일자,월임대료,사업진행단계
2412,1233,복합,7호선,사가정역,722-304,25.64,패션잡화,2022-06-19,2027-06-18,"₩1,240,800",
2412,1234,복합,7호선,사가정역,722-305,106.54,패션잡화,2022-06-19,2027-06-18,"₩4,452,800",
2412,1235,복합,7호선,사가정역,722-306,41.82,패션잡화,2022-06-19,2027-06-18,"₩1,977,800",
2412,1236,복합,7호선,사가정역,722-307,35.13,패션잡화,2022-06-19,2027-06-18,"₩1,699,500",
2412,1237,브랜드전문,7호선,사가정역,722-309,93,식음료,2022-07-18,2027-10-16,"₩9,090,023",
2412,1238,브랜드전문,7호선,용마산역,723-101,28.8,편의점,2020-02-13,2025-04-12,"₩5,070,780",
2412,1239,입찰진행,7호선,용마산역,723-105,66,,,,,5단계. 입찰공고
2412,1240,입찰진행,7호선,용마산역,723-106,36,,,,,5단계. 입찰공고
2412,1241,입찰진행,7호선,용마산역,723-107,35,,,,,5단계. 입찰공고
2412,1242,입찰진행,7호선,용마산역,723-301,55,,,,,5단계. 입찰공고
2412,1243,브랜드전문,7호선,용마산역,723-302,55,화장품,2022-08-01,2027-12-29,"₩1,309,883",
2412,1244,입찰진행,7호선,용마산역,723-303,58,,,,,3단계. 감정평가
2412,1245,브랜드전문,7호선,중곡역,724-101,35.16,편의점,2020-02-13,2025-04-12,"₩5,995,990",
2412,1246,개별(일반),7호선,중곡역,724-201,46.99,패션잡화,2020-10-23,2025-11-22,"₩2,500,300",
2412,1247,브랜드전문,7호선,중곡역,724-202,46,밀키트,2023-06-23,2028-09-01,"₩1,467,835",
2412,1248,브랜드전문,7호선,군자(7)역,725-101,54.82,편의점,2020-02-13,2025-04-12,"₩14,890,590",
2412,1249,개별(일반),7호선,군자(7)역,725-102,43,패션잡화,2021-11-25,2026-12-25,"₩3,180,000",
2412,1250,입찰진행,7호선,군자(7)역,725-104,50,,,,,5단계. 입찰공고
2412,1251,개별(일반),7호선,군자(7)역,725-301,33.9,패션잡화,2024-11-08,2029-12-08,"₩4,560,000",
2412,1252,브랜드전문,7호선,군자(7)역,725-302,86.95,패션잡화,2018-05-09,2025-07-07,"₩3,230,396",
2412,1253,브랜드전문,7호선,군자(7)역,725-303,32.7,식음료,2022-12-02,2028-04-01,"₩4,179,829",
2412,1254,브랜드전문,7호선,군자(7)역,725-304,20,식음료,2021-02-25,2026-04-26,"₩4,336,640",
2412,1255,브랜드전문,7호선,군자(7)역,725-305,24.24,패션잡화,2022-10-11,2028-02-08,"₩4,724,994",
2412,1256,개별(일반),7호선,군자(7)역,725-306,23.5,패션잡화,2024-09-09,2029-10-09,"₩4,751,600",
2412,1257,브랜드전문,7호선,군자(7)역,725-309,31,플라워,2022-10-27,2028-02-24,"₩4,575,943",
2412,1258,브랜드전문,7호선,군자(7)역,725-310,27,패션잡화,2022-10-11,2028-02-08,"₩6,644,073",
2412,1259,브랜드전문,7호선,어린이대공원역,726-101,35.6,편의점,2020-02-13,2025-04-12,"₩12,632,620",
2412,1260,공실,7호선,어린이대공원역,726-102,18.48,,,,,2단계. 시설물 점검
2412,1261,공실,7호선,어린이대공원역,726-103,34.61,,,,,2단계. 시설물 점검
2412,1262,공실,7호선,어린이대공원역,726-104,70,,,,,1단계. 사업계획 수립중
2412,1263,공실,7호선,어린이대공원역,726-201,37,,,,,2단계. 시설물 점검
2412,1264,공실,7호선,어린이대공원역,726-202,37,,,,,2단계. 시설물 점검
2412,1265,공실,7호선,어린이대공원역,726-203,56,,,,,2단계. 시설물 점검
2412,1266,공실,7호선,어린이대공원역,726-204,46,,,,,2단계. 시설물 점검
2412,1267,입찰진행,7호선,어린이대공원역,726-205,30,,,,,5단계. 입찰공고
2412,1268,입찰진행,7호선,어린이대공원역,726-206,22,,,,,5단계. 입찰공고
2412,1269,개별(대형),7호선,건대입구(7)역,727-101,867.64,기타,2020-09-15,2025-09-14,"₩18,989,000",
2412,1270,개별(일반),7호선,건대입구(7)역,727-201,76,의약업,2020-01-09,2025-02-07,"₩25,650,000",
2412,1271,브랜드전문,7호선,건대입구(7)역,727-202,37.36,편의점,2020-02-13,2025-04-12,"₩13,409,110",
2412,1272,개별(일반),7호선,건대입구(7)역,727-204,75,의약업,2023-03-29,2028-04-28,"₩16,100,000",
2412,1273,공실,7호선,건대입구(7)역,727-205,58.21,,,,,2단계. 시설물 점검
2412,1274,브랜드전문,7호선,건대입구(7)역,727-301,26,플라워,2022-10-21,2028-02-18,"₩2,058,651",
2412,1275,브랜드전문,7호선,건대입구(7)역,727-302,32,식음료,2022-12-02,2028-04-01,"₩2,419,901",
2412,1276,브랜드전문,7호선,뚝섬유원지역,728-001,29.89,편의점,2020-02-13,2025-04-12,"₩5,262,400",
2412,1277,입찰진행,7호선,청담역,729-104,81,,,,,5단계. 입찰공고
2412,1278,공실,7호선,청담역,729-301,69.7,,,,,1단계. 사업계획 수립중
2412,1279,공실,7호선,청담역,729-302,23.4,,,,,2단계. 시설물 점검
2412,1280,공실,7호선,청담역,729-303,97.44,,,,,2단계. 시설물 점검
2412,1281,브랜드전문,7호선,청담역,729-306,65.36,식음료,2021-02-25,2026-04-26,"₩3,417,040",
2412,1282,개별(일반),7호선,청담역,729-307,37.11,패션잡화,2021-03-18,2026-04-17,"₩1,500,200",
2412,1283,브랜드전문,7호선,청담역,729-308,52.34,편의점,2020-02-13,2025-04-12,"₩16,639,480",
2412,1284,개별(일반),7호선,청담역,729-326,35.2,기타,2019-08-24,2029-09-22,"₩1,357,600",
2412,1285,공실,7호선,청담역,729-327,101.37,,,,,2단계. 시설물 점검
2412,1286,입찰진행,7호선,청담역,729-331,25,,,,,5단계. 입찰공고
2412,1287,브랜드전문,7호선,청담역,729-333,55,화장품,2022-08-01,2027-12-29,"₩3,305,896",
2412,1288,브랜드전문,7호선,청담역,729-334,35,플라워,2022-10-21,2028-02-18,"₩1,775,339",
2412,1289,브랜드전문,7호선,청담역,729-335,43,화장품,2022-08-01,2027-12-29,"₩1,999,415",
2412,1290,개별(대형),7호선,청담역,729-340,178,패션잡화,2023-12-21,2029-02-04,"₩4,880,000",
2412,1291,브랜드전문,7호선,강남구청역,730-101,63.8,편의점,2020-02-13,2025-04-12,"₩16,140,410",
2412,1292,개별(대형),7호선,강남구청역,730-102,355.7,의약업,2019-04-22,2026-09-23,"₩4,901,000",
2412,1293,복합,7호선,강남구청역,730-103,472,기타,2021-06-14,2026-09-12,"₩16,671,500",
2412,1294,복합,7호선,강남구청역,730-104,,기타,2021-06-14,2026-09-12,,
2412,1295,복합,7호선,강남구청역,730-105,,기타,2021-06-14,2026-09-12,,
2412,1296,복합,7호선,강남구청역,730-106,,기타,2021-06-14,2026-09-12,,
2412,1297,복합,7호선,강남구청역,730-107,,기타,2021-06-14,2026-09-12,,
2412,1298,복합,7호선,강남구청역,730-108,,기타,2021-06-14,2026-09-12,,
2412,1299,복합,7호선,강남구청역,730-109,,기타,2021-06-14,2026-09-12,,
2412,1300,복합,7호선,강남구청역,730-110,,기타,2021-06-14,2026-09-12,,
2412,1301,개별(일반),7호선,강남구청역,730-111,22,의약업,2019-04-19,2026-01-13,"₩3,010,000",
2412,1302,공실,7호선,강남구청역,730-202,57,,,,,1단계. 사업계획 수립중
2412,1303,개별(일반),7호선,강남구청역,730-204,9.2,패션잡화,2024-04-29,2029-05-29,"₩1,200,000",
2412,1304,개별(일반),7호선,강남구청역,730-205,28,패션잡화,2019-10-24,2024-11-22,"₩2,000,000",
2412,1305,브랜드전문,7호선,강남구청역,730-206,55,플라워,2022-10-27,2028-02-24,"₩2,288,553",
2412,1306,개별(일반),7호선,강남구청역,730-207,30,패션잡화,2023-03-03,2028-04-02,"₩2,425,600",
2412,1307,공실,7호선,강남구청역,730-210,41,,,,,1단계. 사업계획 수립중
2412,1308,브랜드전문,7호선,강남구청역,730-211,41,패션잡화,2022-12-16,2028-04-15,"₩1,677,122",
2412,1309,입찰진행,7호선,학동역,731-102,16,,,,,5단계. 입찰공고
2412,1310,브랜드전문,7호선,학동역,731-201,55.45,편의점,2020-02-13,2025-04-12,"₩15,504,060",
2412,1311,개별(일반),7호선,학동역,731-202,16.4,플라워,2024-05-02,2029-06-01,"₩3,000,000",
2412,1312,개별(일반),7호선,학동역,731-203,17.54,식음료,2019-12-21,2025-01-19,"₩4,680,000",
2412,1313,개별(일반),7호선,학동역,731-205,31.39,패션잡화,2020-02-24,2025-03-25,"₩2,683,000",
2412,1314,브랜드전문,7호선,학동역,731-206,29.44,기타,2024-06-07,2029-08-16,"₩1,982,690",
2412,1315,공실,7호선,학동역,731-208,58,,,,,1단계. 사업계획 수립중
2412,1316,개별(일반),7호선,학동역,731-209,68.55,식음료,2022-07-08,2027-08-07,"₩3,800,000",
2412,1317,복합,7호선,학동역,731-210,51,의약업,2023-05-30,2028-09-27,"₩3,749,900",
2412,1318,공실,7호선,학동역,731-211,25,,,,,2단계. 시설물 점검
2412,1319,브랜드전문,7호선,학동역,731-212,44,식음료,2022-07-18,2027-10-16,"₩7,619,428",
2412,1320,복합,7호선,학동역,731-213,145,의약업,2023-05-30,2028-09-27,"₩7,385,300",
2412,1321,개별(일반),7호선,논현역,732-102,63.44,식음료,2019-12-10,2025-01-08,"₩5,606,500",
2412,1322,브랜드전문,7호선,논현역,732-104,44.65,편의점,2020-02-13,2025-04-12,"₩13,317,590",
2412,1323,입찰진행,7호선,논현역,732-107,35,,,,,5단계. 입찰공고
2412,1324,브랜드전문,7호선,논현역,732-201,29.92,식음료,2021-09-06,2026-11-05,"₩3,906,413",
2412,1325,개별(일반),7호선,논현역,732-202,30,패션잡화,2023-08-28,2028-08-27,"₩5,720,000",
2412,1326,브랜드전문,7호선,논현역,732-203,23,화장품,2020-12-23,2026-03-23,"₩2,077,017",
2412,1327,공실,7호선,논현역,732-207,50,,,,,1단계. 사업계획 수립중
2412,1328,복합,7호선,논현역,732-208,50,의약업,2023-05-30,2028-09-27,"₩3,864,400",
2412,1329,공실,7호선,논현역,732-209,33,,,,,1단계. 사업계획 수립중
2412,1330,개별(일반),7호선,논현역,732-210,25,기타,2024-02-13,2029-03-14,"₩2,100,000",
2412,1331,복합,7호선,논현역,732-212,110,의약업,2023-05-30,2028-09-27,"₩6,339,500",
2412,1332,개별(일반),7호선,논현역,732-213,57.7,패션잡화,2024-01-12,2029-02-11,"₩6,350,000",
2412,1333,복합,7호선,반포역,733-102,277.14,기타,2023-03-02,2028-03-01,"₩6,005,626",
2412,1334,복합,7호선,반포역,733-103,75.48,기타,2023-03-02,2028-03-01,"₩2,100,604",
2412,1335,복합,7호선,반포역,733-111,1260.58,기타,2023-03-02,2028-03-01,"₩7,765,170",
2412,1336,복합,7호선,반포역,733-112,,기타,2023-03-02,2028-03-01,,
2412,1337,복합,7호선,반포역,733-113,,식음료,2023-03-02,2028-03-01,,
2412,1338,복합,7호선,반포역,733-114,,기타,2023-03-02,2028-03-01,,
2412,1339,복합,7호선,반포역,733-115,,기타,2023-03-02,2028-03-01,,
2412,1340,개별(일반),7호선,반포역,733-138,40,패션잡화,2020-06-04,2025-07-04,"₩2,700,000",
2412,1341,브랜드전문,7호선,반포역,733-154,40.36,편의점,2020-02-13,2025-04-12,"₩7,854,990",
2412,1342,개별(일반),7호선,반포역,733-156,30,패션잡화,2023-09-04,2028-10-04,"₩1,541,600",
2412,1343,개별(일반),7호선,반포역,733-201,43,기타,2023-09-20,2028-10-20,"₩1,176,800",
2412,1344,개별(일반),7호선,반포역,733-202,42,기타,2023-09-20,2028-10-20,"₩1,280,500",
2412,1345,개별(일반),7호선,고속터미널(7)역,734-101,556,기타,2021-01-05,2026-04-05,"₩6,666,600",
2412,1346,브랜드전문,7호선,고속터미널(7)역,734-140,95,플라워,2022-10-27,2028-02-24,"₩3,235,240",
2412,1347,개별(일반),7호선,고속터미널(7)역,734-201,44,기타,2019-06-25,2029-08-13,"₩3,169,300",
2412,1348,복합,7호선,고속터미널(7)역,734-202,123.69,패션잡화,2023-04-10,2028-07-19,"₩25,890,480",
2412,1349,복합,7호선,고속터미널(7)역,734-203,,패션잡화,2023-04-10,2028-07-19,,
2412,1350,복합,7호선,고속터미널(7)역,734-204,,패션잡화,2023-04-10,2028-07-19,,
2412,1351,복합,7호선,고속터미널(7)역,734-205,44.31,식음료,2023-04-10,2028-07-19,"₩8,910,360",
2412,1352,복합,7호선,고속터미널(7)역,734-206,62.77,식음료,2023-04-10,2028-07-19,"₩12,272,760",
2412,1353,복합,7호선,고속터미널(7)역,734-207,,식음료,2023-04-10,2028-07-19,,
2412,1354,복합,7호선,고속터미널(7)역,734-208,,식음료,2023-04-10,2028-07-19,,
2412,1355,개별(일반),7호선,고속터미널(7)역,734-209,266.9,기타,2022-08-12,2027-08-31,"₩3,521,500",
2412,1356,복합,7호선,고속터미널(7)역,734-210,231.28,패션잡화,2023-04-10,2028-07-19,"₩36,145,800",
2412,1357,복합,7호선,고속터미널(7)역,734-211,,기타,2023-04-10,2028-07-19,,
2412,1358,복합,7호선,고속터미널(7)역,734-212,,기타,2023-04-10,2028-07-19,,
2412,1359,복합,7호선,고속터미널(7)역,734-213,,패션잡화,2023-04-10,2028-07-19,,
2412,1360,복합,7호선,고속터미널(7)역,734-214,376.56,패션잡화,2023-04-10,2028-07-19,"₩84,900,600",
2412,1361,브랜드전문,7호선,고속터미널(7)역,734-215,60.27,편의점,2020-02-13,2025-04-12,"₩23,453,430",
2412,1362,브랜드전문,7호선,고속터미널(7)역,734-216,71.53,식음료,2021-09-06,2026-11-05,"₩7,914,283",
2412,1363,개별(일반),7호선,내방역,735-101,45,패션잡화,2022-08-26,2027-09-25,"₩3,850,000",
2412,1364,브랜드전문,7호선,내방역,735-103,62.21,편의점,2020-02-13,2025-04-12,"₩15,240,940",
2412,1365,개별(일반),7호선,내방역,735-201,30.78,패션잡화,2022-06-09,2027-07-09,"₩2,179,000",
2412,1366,브랜드전문,7호선,내방역,735-202,34,밀키트,2023-06-23,2028-09-01,"₩1,259,909",
2412,1367,브랜드전문,7호선,내방역,735-203,28,화장품,2022-08-01,2027-12-29,"₩1,619,492",
2412,1368,브랜드전문,7호선,내방역,735-204,28,식음료,2022-07-18,2027-10-16,"₩3,967,708",
2412,1369,개별(대형),7호선,이수(7)역,736-101,592,기타,2018-12-20,2029-04-18,"₩11,450,200",
2412,1370,개별(일반),7호선,이수(7)역,736-102,48,사무실,2023-07-24,2028-08-23,"₩650,000",
2412,1371,브랜드전문,7호선,이수(7)역,736-103,51,기타,2024-06-07,2029-08-16,"₩1,395,230",
2412,1372,입찰진행,7호선,이수(7)역,736-104,51,,,,,5단계. 입찰공고
2412,1373,입찰진행,7호선,이수(7)역,736-112,74,,,,,3단계. 감정평가
2412,1374,브랜드전문,7호선,이수(7)역,736-301,62.03,패션잡화,2022-12-16,2028-04-15,"₩6,522,657",
2412,1375,브랜드전문,7호선,이수(7)역,736-307,54.05,편의점,2020-02-13,2025-04-12,"₩14,677,520",
2412,1376,브랜드전문,7호선,이수(7)역,736-310,27.22,식음료,2021-02-25,2026-04-26,"₩4,532,176",
2412,1377,개별(일반),7호선,이수(7)역,736-311,74.41,패션잡화,2024-01-26,2029-02-25,"₩5,183,300",
2412,1378,브랜드전문,7호선,이수(7)역,736-313,22.5,플라워,2018-11-27,2029-01-25,"₩2,039,400",
2412,1379,개별(일반),7호선,이수(7)역,736-316,35,패션잡화,2024-06-27,2029-07-27,"₩2,520,000",
2412,1380,개별(일반),7호선,이수(7)역,736-317,25,패션잡화,2024-09-23,2029-10-23,"₩3,000,000",
2412,1381,브랜드전문,7호선,남성역,737-101,45.25,편의점,2020-02-13,2025-04-12,"₩9,788,350",
2412,1382,브랜드전문,7호선,남성역,737-204,65,식음료,2023-02-27,2028-05-28,"₩7,166,003",
2412,1383,브랜드전문,7호선,숭실대입구역,738-101,39.29,편의점,2020-02-13,2025-04-12,"₩9,835,540",
2412,1384,브랜드전문,7호선,숭실대입구역,738-102,22.02,식음료,2021-09-06,2026-11-05,"₩3,552,070",
2412,1385,공실,7호선,숭실대입구역,738-201,37,,,,,1단계. 사업계획 수립중
2412,1386,브랜드전문,7호선,숭실대입구역,738-202,35.7,화장품,2022-08-01,2027-12-29,"₩1,781,442",
2412,1387,개별(일반),7호선,숭실대입구역,738-203,42,기타,2018-11-20,2028-12-19,"₩1,365,000",
2412,1388,브랜드전문,7호선,숭실대입구역,738-204,28,기타,2023-06-05,2028-08-14,"₩1,331,754",
2412,1389,브랜드전문,7호선,상도역,739-101,112.57,편의점,2020-02-13,2025-04-12,"₩21,907,600",
2412,1390,브랜드전문,7호선,상도역,739-201,59.2,화장품,2023-08-09,2028-09-23,"₩2,814,300",
2412,1391,브랜드전문,7호선,상도역,739-202,50,패션잡화,2022-12-16,2028-04-15,"₩2,266,228",
2412,1392,브랜드전문,7호선,상도역,739-204,26,식음료,2023-02-27,2028-05-28,"₩3,015,091",
2412,1393,브랜드전문,7호선,장승배기역,740-101,36.18,편의점,2020-02-13,2025-04-12,"₩8,185,320",
2412,1394,개별(일반),7호선,장승배기역,740-201,35.52,패션잡화,2019-06-25,2024-07-24,"₩2,710,000",
2412,1395,브랜드전문,7호선,신대방삼거리역,741-101,51.49,편의점,2020-02-13,2025-04-12,"₩13,025,870",
2412,1396,개별(일반),7호선,신대방삼거리역,741-102,55,패션잡화,2022-09-01,2027-10-01,"₩2,801,000",
2412,1397,공실,7호선,신대방삼거리역,741-201,25.06,,,,,1단계. 사업계획 수립중
2412,1398,공실,7호선,신대방삼거리역,741-202,34,,,,,2단계. 시설물 점검
2412,1399,공실,7호선,신대방삼거리역,741-203,61,,,,,2단계. 시설물 점검
2412,1400,입찰진행,7호선,신대방삼거리역,741-206,49,,,,,5단계. 입찰공고
2412,1401,개별(일반),7호선,신대방삼거리역,741-207,27,무인프린트,2022-10-31,2027-11-30,"₩1,139,500",
2412,1402,브랜드전문,7호선,신대방삼거리역,741-208,42,화장품,2022-08-01,2027-12-29,"₩1,762,389",
2412,1403,브랜드전문,7호선,신대방삼거리역,741-209,42,밀키트,2022-06-20,2027-08-19,"₩1,771,200",
2412,1404,브랜드전문,7호선,신대방삼거리역,741-210,42,기타,2022-09-07,2028-02-04,"₩1,768,200",
2412,1405,브랜드전문,7호선,보라매역,742-103,27.58,편의점,2020-02-13,2025-04-12,"₩6,309,160",
2412,1406,브랜드전문,7호선,보라매역,742-105,38,식음료,2022-07-18,2027-10-16,"₩3,799,002",
2412,1407,브랜드전문,7호선,보라매역,742-106,39,화장품,2022-08-01,2027-12-29,"₩1,857,653",
2412,1408,개별(일반),7호선,보라매역,742-107,32,패션잡화,2023-09-18,2028-10-18,"₩2,750,000",
2412,1409,개별(일반),7호선,신풍역,743-103,30,패션잡화,2019-12-17,2025-01-15,"₩2,020,000",
2412,1410,브랜드전문,7호선,신풍역,743-104,32.82,편의점,2020-02-13,2025-04-12,"₩8,322,600",
2412,1411,입찰진행,7호선,신풍역,743-106,47,,,,,3단계. 감정평가
2412,1412,입찰진행,7호선,신풍역,743-108,40,,,,,3단계. 감정평가
2412,1413,입찰진행,7호선,신풍역,743-109,45,,,,,3단계. 감정평가
2412,1414,입찰진행,7호선,신풍역,743-110,45,,,,,3단계. 감정평가
2412,1415,입찰진행,7호선,신풍역,743-111,30,,,,,3단계. 감정평가
2412,1416,브랜드전문,7호선,신풍역,743-112,30,기타,2024-06-07,2029-08-16,"₩807,760",
2412,1417,복합,7호선,대림(7)역,744-001,41.1,패션잡화,2017-05-22,2027-09-19,"₩18,124,700",
2412,1418,브랜드전문,7호선,대림(7)역,744-002,21.05,화장품,2020-12-23,2026-03-23,"₩3,920,862",
2412,1419,개별(일반),7호선,대림(7)역,744-003,22,패션잡화,2023-06-19,2028-07-19,"₩6,740,000",
2412,1420,공실,7호선,대림(7)역,744-004,22,,,,,2단계. 시설물 점검
2412,1421,브랜드전문,7호선,대림(7)역,744-101,49.58,플라워,2018-11-27,2029-01-25,"₩7,324,453",
2412,1422,개별(일반),7호선,대림(7)역,744-102,44.74,패션잡화,2020-06-08,2025-07-08,"₩6,600,000",
2412,1423,복합,7호선,대림(7)역,744-103,68,패션잡화,2017-05-22,2027-09-19,"₩12,446,500",
2412,1424,브랜드전문,7호선,대림(7)역,744-104,29.51,편의점,2020-02-13,2025-04-12,"₩13,230,360",
2412,1425,브랜드전문,7호선,대림(7)역,744-106,39,패션잡화,2022-12-16,2028-04-15,"₩3,349,711",
2412,1426,브랜드전문,7호선,대림(7)역,744-107,39,플라워,2022-10-27,2028-02-24,"₩2,515,781",
2412,1427,개별(일반),7호선,대림(7)역,744-108,30,패션잡화,2023-03-06,2028-04-05,"₩1,721,000",
2412,1428,브랜드전문,7호선,남구로역,745-101,33.67,편의점,2020-02-13,2025-04-12,"₩8,428,420",
2412,1429,개별(일반),7호선,남구로역,745-103,40,패션잡화,2023-03-03,2028-04-02,"₩2,000,000",
2412,1430,개별(일반),7호선,남구로역,745-104,32,패션잡화,2023-06-19,2028-07-19,"₩1,700,000",
2412,1431,입찰진행,7호선,남구로역,745-202,22,,,,,5단계. 입찰공고
2412,1432,개별(일반),7호선,가산디지털단지역,746-101,34,식음료,2024-02-08,2029-02-07,"₩13,751,200",
2412,1433,브랜드전문,7호선,가산디지털단지역,746-103,69,화상면접,2022-09-06,2028-01-04,"₩975,346",
2412,1434,브랜드전문,7호선,가산디지털단지역,746-301,41.97,플라워,2018-11-27,2029-01-25,"₩4,196,536",
2412,1435,브랜드전문,7호선,가산디지털단지역,746-302,35.8,편의점,2020-02-13,2025-04-12,"₩16,485,040",
2412,1436,브랜드전문,7호선,철산역,747-101,36.61,편의점,2020-02-13,2025-04-12,"₩12,851,410",
2412,1437,복합,7호선,철산역,747-102,30,식음료,2023-06-07,2026-07-31,"₩2,686,255",
2412,1438,복합,7호선,철산역,747-103,18,패션잡화,2023-06-07,2026-07-31,"₩1,653,080",
2412,1439,복합,7호선,철산역,747-105,63,식음료,2023-06-07,2026-07-31,"₩5,785,780",
2412,1440,복합,7호선,철산역,747-106,15.5,기타,2023-06-07,2026-07-31,"₩3,398,000",
2412,1441,복합,7호선,철산역,747-107,21.5,식음료,2023-06-07,2026-07-31,,
2412,1442,복합,7호선,철산역,747-108,35,플라워,2023-06-07,2026-07-31,"₩3,214,320",
2412,1443,복합,7호선,철산역,747-109,41,패션잡화,2023-06-07,2026-07-31,"₩3,926,065",
2412,1444,브랜드전문,7호선,광명사거리역,748-101,45.74,식음료,2021-02-25,2026-04-26,"₩5,844,784",
2412,1445,브랜드전문,7호선,광명사거리역,748-102,34.27,편의점,2020-02-13,2025-04-12,"₩12,292,280",
2412,1446,브랜드전문,7호선,광명사거리역,748-103,13,무인프린트,2022-08-30,2028-01-27,"₩1,204,446",
2412,1447,브랜드전문,7호선,광명사거리역,748-201,37.17,화장품,2020-12-23,2026-03-23,"₩3,849,143",
2412,1448,개별(일반),7호선,광명사거리역,748-203,44,패션잡화,2024-11-08,2029-12-08,"₩4,300,000",
2412,1449,브랜드전문,7호선,광명사거리역,748-204,37,기타,2022-09-07,2028-02-04,"₩3,143,467",
2412,1450,브랜드전문,7호선,광명사거리역,748-205,40,플라워,2022-10-21,2028-02-18,"₩3,897,086",
2412,1451,브랜드전문,7호선,광명사거리역,748-206,40,식음료,2022-12-02,2028-04-01,"₩3,079,874",
2412,1452,브랜드전문,7호선,광명사거리역,748-207,41,패션잡화,2022-12-16,2028-04-15,"₩2,708,482",
2412,1453,브랜드전문,7호선,천왕역,749-101,36.93,편의점,2020-02-13,2025-04-12,"₩6,160,440",
2412,1454,개별(일반),7호선,천왕역,749-201,900.39,기타,2016-09-12,2027-03-10,"₩1,313,400",
2412,1455,개별(일반),7호선,온수역,750-101,13.5,식음료,2021-03-19,2026-04-18,"₩2,040,000",
2412,1456,개별(일반),7호선,온수역,750-103,23.1,패션잡화,2018-10-23,2028-11-21,"₩3,312,900",
2412,1457,브랜드전문,7호선,온수역,750-104,29.81,편의점,2020-02-13,2025-04-12,"₩6,966,960",
2412,1458,입찰진행,7호선,온수역,750-105,41,,,,,5단계. 입찰공고
2412,1459,개별(일반),7호선,온수역,750-106,35,사무실,2021-12-21,2027-01-20,"₩795,000",
2412,1460,브랜드전문,8호선,암사역,810-101,36.54,기타,2023-06-05,2028-08-14,"₩2,288,301",
2412,1461,팝업스토어,8호선,암사역,810-102,24,기타,,,,
2412,1462,브랜드전문,8호선,암사역,810-103,35,편의점,2022-02-03,2027-05-04,"₩10,014,441",
2412,1463,개별(일반),8호선,암사역,810-104,27.37,패션잡화,2020-12-31,2026-01-30,"₩2,150,000",
2412,1464,브랜드전문,8호선,암사역,810-105,46.46,기타,2022-09-07,2028-02-04,"₩2,750,533",
2412,1465,브랜드전문,8호선,강동구청역,812-101,30,편의점,2022-02-03,2027-05-04,"₩6,354,679",
2412,1466,개별(일반),8호선,강동구청역,812-102,36.96,패션잡화,2022-08-29,2027-09-28,"₩1,833,000",
2412,1467,개별(일반),8호선,강동구청역,812-201,37.45,패션잡화,2024-11-01,2029-12-01,"₩2,508,300",
2412,1468,개별(일반),8호선,강동구청역,812-202,46.69,식음료,2020-06-10,2025-07-10,"₩2,500,000",
2412,1469,브랜드전문,8호선,몽촌토성역,813-101,36,편의점,2022-02-03,2027-05-04,"₩5,389,832",
2412,1470,복합,8호선,잠실(8)역,814-101,191,식음료,2022-10-08,2026-04-10,"₩14,620,318",
2412,1471,복합,8호선,잠실(8)역,814-102,118,기타,2022-10-08,2026-04-10,"₩9,032,448",
2412,1472,복합,8호선,잠실(8)역,814-103,16,식음료,2022-10-08,2026-04-10,"₩1,224,739",
2412,1473,복합,8호선,잠실(8)역,814-104,225,식음료,2022-10-08,2026-04-10,"₩17,222,887",
2412,1474,복합,8호선,잠실(8)역,814-105,52,편의점,2022-10-08,2026-04-10,"₩3,980,400",
2412,1475,복합,8호선,잠실(8)역,814-106,708,기타,2022-10-08,2026-04-10,"₩54,194,684",
2412,1476,복합,8호선,잠실(8)역,814-107,40,의약업,2022-10-08,2026-04-10,"₩3,061,847",
2412,1477,복합,8호선,잠실(8)역,814-109,48,기타,2022-10-08,2026-04-10,"₩3,674,216",
2412,1478,복합,8호선,잠실(8)역,814-110,24,패션잡화,2022-10-08,2026-04-10,"₩1,837,108",
2412,1479,복합,8호선,잠실(8)역,814-111,144,화장품,2022-10-08,2026-04-10,"₩11,022,647",
2412,1480,복합,8호선,잠실(8)역,814-112,24,식음료,2022-10-08,2026-04-10,"₩1,837,108",
2412,1481,복합,8호선,잠실(8)역,814-113,48,패션잡화,2022-10-08,2026-04-10,"₩3,674,216",
2412,1482,복합,8호선,잠실(8)역,814-114,14.23,식음료,2022-10-08,2026-04-10,"₩1,089,252",
2412,1483,복합,8호선,잠실(8)역,814-115,26,식음료,2022-10-08,2026-04-10,"₩1,990,200",
2412,1484,복합,8호선,잠실(8)역,814-116,56,식음료,2022-10-08,2026-04-10,"₩4,286,585",
2412,1485,복합,8호선,잠실(8)역,814-117,56,기타,2022-10-08,2026-04-10,"₩4,286,585",
2412,1486,복합,8호선,잠실(8)역,814-118,56,패션잡화,2022-10-08,2026-04-10,"₩4,286,585",
2412,1487,복합,8호선,잠실(8)역,814-119,45,패션잡화,2022-10-08,2026-04-10,"₩3,444,578",
2412,1488,복합,8호선,잠실(8)역,814-120,48,기타,2022-10-08,2026-04-10,"₩3,674,216",
2412,1489,복합,8호선,잠실(8)역,814-121,20,패션잡화,2022-10-08,2026-04-10,"₩1,530,923",
2412,1490,복합,8호선,잠실(8)역,814-122,20,패션잡화,2022-10-08,2026-04-10,"₩1,530,923",
2412,1491,복합,8호선,잠실(8)역,814-123,20,패션잡화,2022-10-08,2026-04-10,"₩1,530,923",
